
0.0971543655314,0.0971340692066,0.0972282541918,
0.144758873793,0.149030941205,0.148758421414,
0.198880233907,0.192458943457,0.194672146716,
0.240942655575,0.244386940657,0.243895716387,
0.282202407277,0.275832751691,0.286561624609,
0.320827029176,0.322051491387,0.320349716596,
0.363338205667,0.354977825983,0.358025806934,
0.377123219569,0.390255557172,0.380068157979,
0.411907367672,0.408653176203,0.411965886717,
0.437460216793,0.431100708658,0.430075276437,
0.457881063519,0.449153672386,0.455568403742,
0.478792644293,0.483411041251,0.475810039351,
0.49537170074,0.489295028556,0.489874316301,
0.511676556531,0.512396425736,0.489693183264,
0.533631343644,0.519336694582,0.521685153448,
